m,TagName,
"2020-12-01 00:00:00","c","2647"
"2020-12-01 00:00:00","c#","5731"
"2020-12-01 00:00:00","c++","4451"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7814"
"2020-12-01 00:00:00","javascript","16016"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4786"
"2020-12-01 00:00:00","python","22206"
"2020-12-01 00:00:00","r","4338"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2098"
"2021-01-01 00:00:00","assembly","307"
"2021-01-01 00:00:00","c","2569"
"2021-01-01 00:00:00","c#","6183"
"2021-01-01 00:00:00","c++","4105"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8020"
"2021-01-01 00:00:00","javascript","16868"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4746"
"2021-01-01 00:00:00","python","22883"
"2021-01-01 00:00:00","r","4338"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2316"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2238"
"2021-02-01 00:00:00","c#","5793"
"2021-02-01 00:00:00","c++","4091"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","567"
"2021-02-01 00:00:00","java","7581"
"2021-02-01 00:00:00","javascript","15268"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4366"
"2021-02-01 00:00:00","python","21409"
"2021-02-01 00:00:00","r","4325"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2262"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2484"
"2021-03-01 00:00:00","c#","6389"
"2021-03-01 00:00:00","c++","4301"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","759"
"2021-03-01 00:00:00","java","8663"
"2021-03-01 00:00:00","javascript","16762"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4745"
"2021-03-01 00:00:00","python","23904"
"2021-03-01 00:00:00","r","5176"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2380"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2300"
"2021-04-01 00:00:00","c#","5897"
"2021-04-01 00:00:00","c++","3941"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7918"
"2021-04-01 00:00:00","javascript","15845"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4318"
"2021-04-01 00:00:00","python","22698"
"2021-04-01 00:00:00","r","4797"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2110"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2089"
"2021-05-01 00:00:00","c#","5735"
"2021-05-01 00:00:00","c++","4189"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","643"
"2021-05-01 00:00:00","java","7948"
"2021-05-01 00:00:00","javascript","15813"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4247"
"2021-05-01 00:00:00","python","22422"
"2021-05-01 00:00:00","r","4667"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1864"
"2021-06-01 00:00:00","assembly","259"
"2021-06-01 00:00:00","c","1869"
"2021-06-01 00:00:00","c#","5623"
"2021-06-01 00:00:00","c++","3823"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7583"
"2021-06-01 00:00:00","javascript","14997"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4073"
"2021-06-01 00:00:00","python","20903"
"2021-06-01 00:00:00","r","4283"
"2021-06-01 00:00:00","ruby","419"
"2021-06-01 00:00:00","swift","1793"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1620"
"2021-07-01 00:00:00","c#","5204"
"2021-07-01 00:00:00","c++","3502"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6947"
"2021-07-01 00:00:00","javascript","14743"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3880"
"2021-07-01 00:00:00","python","20584"
"2021-07-01 00:00:00","r","4044"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1967"
"2021-08-01 00:00:00","assembly","162"
"2021-08-01 00:00:00","c","1530"
"2021-08-01 00:00:00","c#","5108"
"2021-08-01 00:00:00","c++","3243"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","746"
"2021-08-01 00:00:00","java","6756"
"2021-08-01 00:00:00","javascript","14645"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3860"
"2021-08-01 00:00:00","python","19834"
"2021-08-01 00:00:00","r","4032"
"2021-08-01 00:00:00","ruby","447"
"2021-08-01 00:00:00","swift","1894"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5055"
"2021-09-01 00:00:00","c++","3599"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","620"
"2021-09-01 00:00:00","java","6609"
"2021-09-01 00:00:00","javascript","14422"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3681"
"2021-09-01 00:00:00","python","19027"
"2021-09-01 00:00:00","r","3900"
"2021-09-01 00:00:00","ruby","446"
"2021-09-01 00:00:00","swift","1624"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2092"
"2021-10-01 00:00:00","c#","5276"
"2021-10-01 00:00:00","c++","3724"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","699"
"2021-10-01 00:00:00","java","6575"
"2021-10-01 00:00:00","javascript","13824"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3581"
"2021-10-01 00:00:00","python","19803"
"2021-10-01 00:00:00","r","4174"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","swift","1565"
"2021-11-01 00:00:00","assembly","288"
"2021-11-01 00:00:00","c","2209"
"2021-11-01 00:00:00","c#","5600"
"2021-11-01 00:00:00","c++","3819"
"2021-11-01 00:00:00","delphi","140"
"2021-11-01 00:00:00","go","653"
"2021-11-01 00:00:00","java","6912"
"2021-11-01 00:00:00","javascript","13497"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3496"
"2021-11-01 00:00:00","python","20067"
"2021-11-01 00:00:00","r","4029"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1534"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2106"
"2021-12-01 00:00:00","c#","5038"
"2021-12-01 00:00:00","c++","3580"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","727"
"2021-12-01 00:00:00","java","6193"
"2021-12-01 00:00:00","javascript","13089"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3247"
"2021-12-01 00:00:00","python","19068"
"2021-12-01 00:00:00","r","3541"
"2021-12-01 00:00:00","ruby","373"
"2021-12-01 00:00:00","swift","1426"
"2022-01-01 00:00:00","assembly","230"
"2022-01-01 00:00:00","c","1958"
"2022-01-01 00:00:00","c#","5280"
"2022-01-01 00:00:00","c++","3616"
"2022-01-01 00:00:00","delphi","135"
"2022-01-01 00:00:00","go","740"
"2022-01-01 00:00:00","java","6457"
"2022-01-01 00:00:00","javascript","14008"
"2022-01-01 00:00:00","perl","128"
"2022-01-01 00:00:00","php","3398"
"2022-01-01 00:00:00","python","19755"
"2022-01-01 00:00:00","r","3846"
"2022-01-01 00:00:00","ruby","444"
"2022-01-01 00:00:00","swift","1733"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1681"
"2022-02-01 00:00:00","c#","5120"
"2022-02-01 00:00:00","c++","3202"
"2022-02-01 00:00:00","delphi","167"
"2022-02-01 00:00:00","go","647"
"2022-02-01 00:00:00","java","5959"
"2022-02-01 00:00:00","javascript","12854"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3117"
"2022-02-01 00:00:00","python","19334"
"2022-02-01 00:00:00","r","3917"
"2022-02-01 00:00:00","ruby","406"
"2022-02-01 00:00:00","swift","1604"
"2022-03-01 00:00:00","assembly","237"
"2022-03-01 00:00:00","c","1960"
"2022-03-01 00:00:00","c#","5703"
"2022-03-01 00:00:00","c++","3522"
"2022-03-01 00:00:00","delphi","120"
"2022-03-01 00:00:00","go","765"
"2022-03-01 00:00:00","java","6604"
"2022-03-01 00:00:00","javascript","13653"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3127"
"2022-03-01 00:00:00","python","20866"
"2022-03-01 00:00:00","r","4489"
"2022-03-01 00:00:00","ruby","445"
"2022-03-01 00:00:00","swift","1752"
"2022-04-01 00:00:00","assembly","251"
"2022-04-01 00:00:00","c","1775"
"2022-04-01 00:00:00","c#","5412"
"2022-04-01 00:00:00","c++","3589"
"2022-04-01 00:00:00","delphi","115"
"2022-04-01 00:00:00","go","727"
"2022-04-01 00:00:00","java","6815"
"2022-04-01 00:00:00","javascript","14183"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3370"
"2022-04-01 00:00:00","python","21045"
"2022-04-01 00:00:00","r","4359"
"2022-04-01 00:00:00","ruby","453"
"2022-04-01 00:00:00","swift","1554"
"2022-05-01 00:00:00","assembly","285"
"2022-05-01 00:00:00","c","1895"
"2022-05-01 00:00:00","c#","6220"
"2022-05-01 00:00:00","c++","3833"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","669"
"2022-05-01 00:00:00","java","7785"
"2022-05-01 00:00:00","javascript","15907"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","3965"
"2022-05-01 00:00:00","python","22938"
"2022-05-01 00:00:00","r","4820"
"2022-05-01 00:00:00","ruby","499"
"2022-05-01 00:00:00","swift","1730"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1648"
"2022-06-01 00:00:00","c#","6023"
"2022-06-01 00:00:00","c++","3361"
"2022-06-01 00:00:00","delphi","124"
"2022-06-01 00:00:00","go","731"
"2022-06-01 00:00:00","java","6982"
"2022-06-01 00:00:00","javascript","15061"
"2022-06-01 00:00:00","perl","124"
"2022-06-01 00:00:00","php","3810"
"2022-06-01 00:00:00","python","22099"
"2022-06-01 00:00:00","r","4390"
"2022-06-01 00:00:00","ruby","476"
"2022-06-01 00:00:00","swift","1780"
"2022-07-01 00:00:00","assembly","209"
"2022-07-01 00:00:00","c","1480"
"2022-07-01 00:00:00","c#","5934"
"2022-07-01 00:00:00","c++","3245"
"2022-07-01 00:00:00","delphi","127"
"2022-07-01 00:00:00","go","740"
"2022-07-01 00:00:00","java","6572"
"2022-07-01 00:00:00","javascript","15108"
"2022-07-01 00:00:00","perl","130"
"2022-07-01 00:00:00","php","3740"
"2022-07-01 00:00:00","python","22371"
"2022-07-01 00:00:00","r","4182"
"2022-07-01 00:00:00","ruby","450"
"2022-07-01 00:00:00","swift","1746"
"2022-08-01 00:00:00","assembly","175"
"2022-08-01 00:00:00","c","1502"
"2022-08-01 00:00:00","c#","6297"
"2022-08-01 00:00:00","c++","3228"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","849"
"2022-08-01 00:00:00","java","6494"
"2022-08-01 00:00:00","javascript","15493"
"2022-08-01 00:00:00","perl","117"
"2022-08-01 00:00:00","php","3745"
"2022-08-01 00:00:00","python","21811"
"2022-08-01 00:00:00","r","4337"
"2022-08-01 00:00:00","ruby","477"
"2022-08-01 00:00:00","swift","1737"
"2022-09-01 00:00:00","assembly","190"
"2022-09-01 00:00:00","c","1635"
"2022-09-01 00:00:00","c#","5687"
"2022-09-01 00:00:00","c++","3070"
"2022-09-01 00:00:00","delphi","147"
"2022-09-01 00:00:00","go","840"
"2022-09-01 00:00:00","java","6201"
"2022-09-01 00:00:00","javascript","14170"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","3351"
"2022-09-01 00:00:00","python","20048"
"2022-09-01 00:00:00","r","4015"
"2022-09-01 00:00:00","ruby","474"
"2022-09-01 00:00:00","swift","1787"
"2022-10-01 00:00:00","assembly","241"
"2022-10-01 00:00:00","c","2004"
"2022-10-01 00:00:00","c#","5782"
"2022-10-01 00:00:00","c++","3190"
"2022-10-01 00:00:00","delphi","153"
"2022-10-01 00:00:00","go","737"
"2022-10-01 00:00:00","java","6470"
"2022-10-01 00:00:00","javascript","14043"
"2022-10-01 00:00:00","perl","82"
"2022-10-01 00:00:00","php","3356"
"2022-10-01 00:00:00","python","22003"
"2022-10-01 00:00:00","r","4532"
"2022-10-01 00:00:00","ruby","436"
"2022-10-01 00:00:00","swift","1618"
"2022-11-01 00:00:00","assembly","288"
"2022-11-01 00:00:00","c","2179"
"2022-11-01 00:00:00","c#","6025"
"2022-11-01 00:00:00","c++","3299"
"2022-11-01 00:00:00","delphi","115"
"2022-11-01 00:00:00","go","750"
"2022-11-01 00:00:00","java","6790"
"2022-11-01 00:00:00","javascript","14339"
"2022-11-01 00:00:00","perl","110"
"2022-11-01 00:00:00","php","3358"
"2022-11-01 00:00:00","python","22859"
"2022-11-01 00:00:00","r","4629"
"2022-11-01 00:00:00","ruby","465"
"2022-11-01 00:00:00","swift","1672"
"2022-12-01 00:00:00","assembly","284"
"2022-12-01 00:00:00","c","1859"
"2022-12-01 00:00:00","c#","5340"
"2022-12-01 00:00:00","c++","2863"
"2022-12-01 00:00:00","delphi","86"
"2022-12-01 00:00:00","go","631"
"2022-12-01 00:00:00","java","5977"
"2022-12-01 00:00:00","javascript","12533"
"2022-12-01 00:00:00","perl","95"
"2022-12-01 00:00:00","php","2889"
"2022-12-01 00:00:00","python","19316"
"2022-12-01 00:00:00","r","3685"
"2022-12-01 00:00:00","ruby","395"
"2022-12-01 00:00:00","swift","1468"
"2023-01-01 00:00:00","assembly","239"
"2023-01-01 00:00:00","c","1514"
"2023-01-01 00:00:00","c#","5386"
"2023-01-01 00:00:00","c++","2666"
"2023-01-01 00:00:00","delphi","114"
"2023-01-01 00:00:00","go","735"
"2023-01-01 00:00:00","java","5784"
"2023-01-01 00:00:00","javascript","12264"
"2023-01-01 00:00:00","perl","75"
"2023-01-01 00:00:00","php","3081"
"2023-01-01 00:00:00","python","18074"
"2023-01-01 00:00:00","r","3754"
"2023-01-01 00:00:00","ruby","373"
"2023-01-01 00:00:00","swift","1445"
"2023-02-01 00:00:00","assembly","191"
"2023-02-01 00:00:00","c","1315"
"2023-02-01 00:00:00","c#","4787"
"2023-02-01 00:00:00","c++","2232"
"2023-02-01 00:00:00","delphi","134"
"2023-02-01 00:00:00","go","663"
"2023-02-01 00:00:00","java","5210"
"2023-02-01 00:00:00","javascript","10484"
"2023-02-01 00:00:00","perl","79"
"2023-02-01 00:00:00","php","2449"
"2023-02-01 00:00:00","python","15791"
"2023-02-01 00:00:00","r","3815"
"2023-02-01 00:00:00","ruby","340"
"2023-02-01 00:00:00","swift","1307"
"2023-03-01 00:00:00","assembly","188"
"2023-03-01 00:00:00","c","1304"
"2023-03-01 00:00:00","c#","5027"
"2023-03-01 00:00:00","c++","2652"
"2023-03-01 00:00:00","delphi","144"
"2023-03-01 00:00:00","go","669"
"2023-03-01 00:00:00","java","5742"
"2023-03-01 00:00:00","javascript","10911"
"2023-03-01 00:00:00","perl","98"
"2023-03-01 00:00:00","php","2451"
"2023-03-01 00:00:00","python","16229"
"2023-03-01 00:00:00","r","3885"
"2023-03-01 00:00:00","ruby","309"
"2023-03-01 00:00:00","swift","1417"
